copy_cossim,cossim,encoder,horizon_step,horizon_trained,model,n_windows,seed
0.780901,0.765129,dino_vits14,9,16,dit_x0_actseq,3619,0
0.771051,0.759379,dino_vits14,10,16,dit_x0_actseq,3619,0
0.762279,0.754729,dino_vits14,11,16,dit_x0_actseq,3619,0
0.753949,0.749113,dino_vits14,12,16,dit_x0_actseq,3619,0
0.746499,0.743957,dino_vits14,13,16,dit_x0_actseq,3619,0
0.739417,0.738663,dino_vits14,14,16,dit_x0_actseq,3619,0
0.732966,0.734568,dino_vits14,15,16,dit_x0_actseq,3619,0
0.72726,0.730036,dino_vits14,16,16,dit_x0_actseq,3619,0
0.932422,0.922479,dino_vits14,1,16,mlp_flat_actseq,3619,0
0.89968,0.881032,dino_vits14,2,16,mlp_flat_actseq,3619,0
0.873568,0.851717,dino_vits14,3,16,mlp_flat_actseq,3619,0
0.852639,0.831559,dino_vits14,4,16,mlp_flat_actseq,3619,0
0.834636,0.816764,dino_vits14,5,16,mlp_flat_actseq,3619,0
0.818855,0.80482,dino_vits14,6,16,mlp_flat_actseq,3619,0
0.803982,0.794415,dino_vits14,7,16,mlp_flat_actseq,3619,0
0.7917,0.786174,dino_vits14,8,16,mlp_flat_actseq,3619,0
0.780901,0.778888,dino_vits14,9,16,mlp_flat_actseq,3619,0
0.771051,0.771797,dino_vits14,10,16,mlp_flat_actseq,3619,0
0.762279,0.765502,dino_vits14,11,16,mlp_flat_actseq,3619,0
0.753949,0.759944,dino_vits14,12,16,mlp_flat_actseq,3619,0
0.746499,0.75347,dino_vits14,13,16,mlp_flat_actseq,3619,0
0.739417,0.747522,dino_vits14,14,16,mlp_flat_actseq,3619,0
0.732966,0.741208,dino_vits14,15,16,mlp_flat_actseq,3619,0
0.72726,0.735737,dino_vits14,16,16,mlp_flat_actseq,3619,0
0.932422,0.77742,dino_vits14,1,16,dit_x0_single,3619,0
0.89968,0.774295,dino_vits14,2,16,dit_x0_single,3619,0
0.873568,0.772113,dino_vits14,3,16,dit_x0_single,3619,0
0.852639,0.768801,dino_vits14,4,16,dit_x0_single,3619,0
0.834636,0.764103,dino_vits14,5,16,dit_x0_single,3619,0
0.818855,0.761464,dino_vits14,6,16,dit_x0_single,3619,0
0.803982,0.75767,dino_vits14,7,16,dit_x0_single,3619,0
0.7917,0.753232,dino_vits14,8,16,dit_x0_single,3619,0
0.780901,0.750395,dino_vits14,9,16,dit_x0_single,3619,0
0.771051,0.746818,dino_vits14,10,16,dit_x0_single,3619,0
0.762279,0.741693,dino_vits14,11,16,dit_x0_single,3619,0
0.753949,0.739048,dino_vits14,12,16,dit_x0_single,3619,0
0.746499,0.735625,dino_vits14,13,16,dit_x0_single,3619,0
0.739417,0.731021,dino_vits14,14,16,dit_x0_single,3619,0
0.732966,0.728054,dino_vits14,15,16,dit_x0_single,3619,0
0.72726,0.724263,dino_vits14,16,16,dit_x0_single,3619,0
0.932422,0.92669,dino_vits14,1,16,mlp_residual_single,3619,0
0.89968,0.886722,dino_vits14,2,16,mlp_residual_single,3619,0
0.873568,0.854119,dino_vits14,3,16,mlp_residual_single,3619,0
0.852639,0.829465,dino_vits14,4,16,mlp_residual_single,3619,0
0.834636,0.809852,dino_vits14,5,16,mlp_residual_single,3619,0
0.818855,0.794507,dino_vits14,6,16,mlp_residual_single,3619,0
0.803982,0.781453,dino_vits14,7,16,mlp_residual_single,3619,0
0.7917,0.77261,dino_vits14,8,16,mlp_residual_single,3619,0
0.780901,0.763902,dino_vits14,9,16,mlp_residual_single,3619,0
0.771051,0.756403,dino_vits14,10,16,mlp_residual_single,3619,0
0.762279,0.750202,dino_vits14,11,16,mlp_residual_single,3619,0
0.753949,0.743566,dino_vits14,12,16,mlp_residual_single,3619,0
0.746499,0.736684,dino_vits14,13,16,mlp_residual_single,3619,0
0.739417,0.730984,dino_vits14,14,16,mlp_residual_single,3619,0
0.732966,0.725996,dino_vits14,15,16,mlp_residual_single,3619,0
0.72726,0.721991,dino_vits14,16,16,mlp_residual_single,3619,0
0.932422,0.829707,dino_vits14,1,16,dit_x0_actseq,3619,1
0.89968,0.815781,dino_vits14,2,16,dit_x0_actseq,3619,1
0.873568,0.805026,dino_vits14,3,16,dit_x0_actseq,3619,1
0.852639,0.79548,dino_vits14,4,16,dit_x0_actseq,3619,1
0.834636,0.787584,dino_vits14,5,16,dit_x0_actseq,3619,1
0.818855,0.78101,dino_vits14,6,16,dit_x0_actseq,3619,1
0.803982,0.775062,dino_vits14,7,16,dit_x0_actseq,3619,1
0.7917,0.770149,dino_vits14,8,16,dit_x0_actseq,3619,1
0.780901,0.765166,dino_vits14,9,16,dit_x0_actseq,3619,1
0.771051,0.759931,dino_vits14,10,16,dit_x0_actseq,3619,1
0.762279,0.755448,dino_vits14,11,16,dit_x0_actseq,3619,1
0.753949,0.750816,dino_vits14,12,16,dit_x0_actseq,3619,1
0.746499,0.745149,dino_vits14,13,16,dit_x0_actseq,3619,1
0.739417,0.739528,dino_vits14,14,16,dit_x0_actseq,3619,1
0.732966,0.734692,dino_vits14,15,16,dit_x0_actseq,3619,1
0.72726,0.730031,dino_vits14,16,16,dit_x0_actseq,3619,1
0.932422,0.922704,dino_vits14,1,16,mlp_flat_actseq,3619,1
0.89968,0.881042,dino_vits14,2,16,mlp_flat_actseq,3619,1
0.873568,0.851927,dino_vits14,3,16,mlp_flat_actseq,3619,1
0.852639,0.831553,dino_vits14,4,16,mlp_flat_actseq,3619,1
0.834636,0.81663,dino_vits14,5,16,mlp_flat_actseq,3619,1
0.818855,0.804876,dino_vits14,6,16,mlp_flat_actseq,3619,1
0.803982,0.79409,dino_vits14,7,16,mlp_flat_actseq,3619,1
0.7917,0.784844,dino_vits14,8,16,mlp_flat_actseq,3619,1
0.780901,0.777977,dino_vits14,9,16,mlp_flat_actseq,3619,1
0.771051,0.770316,dino_vits14,10,16,mlp_flat_actseq,3619,1
0.762279,0.763533,dino_vits14,11,16,mlp_flat_actseq,3619,1
0.753949,0.757761,dino_vits14,12,16,mlp_flat_actseq,3619,1
0.746499,0.751968,dino_vits14,13,16,mlp_flat_actseq,3619,1
0.739417,0.745558,dino_vits14,14,16,mlp_flat_actseq,3619,1
0.732966,0.739329,dino_vits14,15,16,mlp_flat_actseq,3619,1
0.72726,0.733354,dino_vits14,16,16,mlp_flat_actseq,3619,1
0.932422,0.777231,dino_vits14,1,16,dit_x0_single,3619,1
0.89968,0.774304,dino_vits14,2,16,dit_x0_single,3619,1
0.873568,0.771512,dino_vits14,3,16,dit_x0_single,3619,1
0.852639,0.768912,dino_vits14,4,16,dit_x0_single,3619,1
0.834636,0.764922,dino_vits14,5,16,dit_x0_single,3619,1
0.818855,0.763134,dino_vits14,6,16,dit_x0_single,3619,1
0.803982,0.758987,dino_vits14,7,16,dit_x0_single,3619,1
0.7917,0.7559,dino_vits14,8,16,dit_x0_single,3619,1
0.780901,0.751984,dino_vits14,9,16,dit_x0_single,3619,1
0.771051,0.746702,dino_vits14,10,16,dit_x0_single,3619,1
0.762279,0.744499,dino_vits14,11,16,dit_x0_single,3619,1
0.753949,0.741556,dino_vits14,12,16,dit_x0_single,3619,1
0.746499,0.735586,dino_vits14,13,16,dit_x0_single,3619,1
0.739417,0.732928,dino_vits14,14,16,dit_x0_single,3619,1
0.732966,0.728301,dino_vits14,15,16,dit_x0_single,3619,1
0.72726,0.725364,dino_vits14,16,16,dit_x0_single,3619,1
0.932422,0.926733,dino_vits14,1,16,mlp_residual_single,3619,1
0.89968,0.886812,dino_vits14,2,16,mlp_residual_single,3619,1
0.873568,0.853703,dino_vits14,3,16,mlp_residual_single,3619,1
0.852639,0.829297,dino_vits14,4,16,mlp_residual_single,3619,1
0.834636,0.809846,dino_vits14,5,16,mlp_residual_single,3619,1
0.818855,0.794593,dino_vits14,6,16,mlp_residual_single,3619,1
0.803982,0.781408,dino_vits14,7,16,mlp_residual_single,3619,1
0.7917,0.772676,dino_vits14,8,16,mlp_residual_single,3619,1
0.780901,0.764018,dino_vits14,9,16,mlp_residual_single,3619,1
0.771051,0.756106,dino_vits14,10,16,mlp_residual_single,3619,1
0.762279,0.749859,dino_vits14,11,16,mlp_residual_single,3619,1
0.753949,0.742698,dino_vits14,12,16,mlp_residual_single,3619,1
0.746499,0.735962,dino_vits14,13,16,mlp_residual_single,3619,1
0.739417,0.730673,dino_vits14,14,16,mlp_residual_single,3619,1
0.732966,0.725855,dino_vits14,15,16,mlp_residual_single,3619,1
0.72726,0.722929,dino_vits14,16,16,mlp_residual_single,3619,1
0.932422,0.825139,dino_vits14,1,16,dit_x0_actseq,3619,2
0.89968,0.813036,dino_vits14,2,16,dit_x0_actseq,3619,2
0.873568,0.802168,dino_vits14,3,16,dit_x0_actseq,3619,2
0.852639,0.793983,dino_vits14,4,16,dit_x0_actseq,3619,2
0.834636,0.78683,dino_vits14,5,16,dit_x0_actseq,3619,2
0.818855,0.780272,dino_vits14,6,16,dit_x0_actseq,3619,2
0.803982,0.774313,dino_vits14,7,16,dit_x0_actseq,3619,2
0.7917,0.769381,dino_vits14,8,16,dit_x0_actseq,3619,2
0.780901,0.764706,dino_vits14,9,16,dit_x0_actseq,3619,2
0.771051,0.758481,dino_vits14,10,16,dit_x0_actseq,3619,2
0.762279,0.753931,dino_vits14,11,16,dit_x0_actseq,3619,2
0.753949,0.749293,dino_vits14,12,16,dit_x0_actseq,3619,2
0.746499,0.743432,dino_vits14,13,16,dit_x0_actseq,3619,2
0.739417,0.738036,dino_vits14,14,16,dit_x0_actseq,3619,2
0.732966,0.732715,dino_vits14,15,16,dit_x0_actseq,3619,2
0.72726,0.728338,dino_vits14,16,16,dit_x0_actseq,3619,2
0.932422,0.923035,dino_vits14,1,16,mlp_flat_actseq,3619,2
0.89968,0.881117,dino_vits14,2,16,mlp_flat_actseq,3619,2
0.873568,0.851736,dino_vits14,3,16,mlp_flat_actseq,3619,2
0.852639,0.831291,dino_vits14,4,16,mlp_flat_actseq,3619,2
0.834636,0.816033,dino_vits14,5,16,mlp_flat_actseq,3619,2
0.818855,0.804001,dino_vits14,6,16,mlp_flat_actseq,3619,2
0.803982,0.793934,dino_vits14,7,16,mlp_flat_actseq,3619,2
0.7917,0.785592,dino_vits14,8,16,mlp_flat_actseq,3619,2
0.780901,0.778019,dino_vits14,9,16,mlp_flat_actseq,3619,2
0.771051,0.771419,dino_vits14,10,16,mlp_flat_actseq,3619,2
0.762279,0.764318,dino_vits14,11,16,mlp_flat_actseq,3619,2
0.753949,0.758761,dino_vits14,12,16,mlp_flat_actseq,3619,2
0.746499,0.752932,dino_vits14,13,16,mlp_flat_actseq,3619,2
0.739417,0.747268,dino_vits14,14,16,mlp_flat_actseq,3619,2
0.732966,0.740324,dino_vits14,15,16,mlp_flat_actseq,3619,2
0.72726,0.734543,dino_vits14,16,16,mlp_flat_actseq,3619,2
0.932422,0.771687,dino_vits14,1,16,dit_x0_single,3619,2
0.89968,0.76749,dino_vits14,2,16,dit_x0_single,3619,2
0.873568,0.764347,dino_vits14,3,16,dit_x0_single,3619,2
0.852639,0.762785,dino_vits14,4,16,dit_x0_single,3619,2
0.834636,0.759404,dino_vits14,5,16,dit_x0_single,3619,2
0.818855,0.756719,dino_vits14,6,16,dit_x0_single,3619,2
0.803982,0.752366,dino_vits14,7,16,dit_x0_single,3619,2
0.7917,0.750206,dino_vits14,8,16,dit_x0_single,3619,2
0.780901,0.746321,dino_vits14,9,16,dit_x0_single,3619,2
0.771051,0.741796,dino_vits14,10,16,dit_x0_single,3619,2
0.762279,0.737613,dino_vits14,11,16,dit_x0_single,3619,2
0.753949,0.735072,dino_vits14,12,16,dit_x0_single,3619,2
0.746499,0.730249,dino_vits14,13,16,dit_x0_single,3619,2
0.739417,0.727945,dino_vits14,14,16,dit_x0_single,3619,2
0.732966,0.725576,dino_vits14,15,16,dit_x0_single,3619,2
0.72726,0.720092,dino_vits14,16,16,dit_x0_single,3619,2
0.932422,0.926611,dino_vits14,1,16,mlp_residual_single,3619,2
0.89968,0.886443,dino_vits14,2,16,mlp_residual_single,3619,2
0.873568,0.853401,dino_vits14,3,16,mlp_residual_single,3619,2
0.852639,0.82895,dino_vits14,4,16,mlp_residual_single,3619,2
0.834636,0.809689,dino_vits14,5,16,mlp_residual_single,3619,2
0.818855,0.79499,dino_vits14,6,16,mlp_residual_single,3619,2
0.803982,0.781492,dino_vits14,7,16,mlp_residual_single,3619,2
0.7917,0.7721,dino_vits14,8,16,mlp_residual_single,3619,2
0.780901,0.763182,dino_vits14,9,16,mlp_residual_single,3619,2
0.771051,0.755376,dino_vits14,10,16,mlp_residual_single,3619,2
0.762279,0.748893,dino_vits14,11,16,mlp_residual_single,3619,2
0.753949,0.742012,dino_vits14,12,16,mlp_residual_single,3619,2
0.746499,0.736479,dino_vits14,13,16,mlp_residual_single,3619,2
0.739417,0.731484,dino_vits14,14,16,mlp_residual_single,3619,2
0.732966,0.726377,dino_vits14,15,16,mlp_residual_single,3619,2
0.72726,0.723128,dino_vits14,16,16,mlp_residual_single,3619,2
,0.922547,vit_s16,1,8,copy,4819,0
,0.892225,vit_s16,2,8,copy,4819,0
,0.871044,vit_s16,3,8,copy,4819,0
,0.855287,vit_s16,4,8,copy,4819,0
,0.842683,vit_s16,5,8,copy,4819,0
,0.832069,vit_s16,6,8,copy,4819,0
,0.822975,vit_s16,7,8,copy,4819,0
,0.814762,vit_s16,8,8,copy,4819,0
,0.922547,vit_s16,1,8,copy,4819,1
,0.892225,vit_s16,2,8,copy,4819,1
,0.871044,vit_s16,3,8,copy,4819,1
,0.855287,vit_s16,4,8,copy,4819,1
,0.842683,vit_s16,5,8,copy,4819,1
,0.832069,vit_s16,6,8,copy,4819,1
,0.822975,vit_s16,7,8,copy,4819,1
,0.814762,vit_s16,8,8,copy,4819,1
,0.922547,vit_s16,1,8,copy,4819,2
,0.892225,vit_s16,2,8,copy,4819,2
,0.871044,vit_s16,3,8,copy,4819,2
,0.855287,vit_s16,4,8,copy,4819,2
,0.842683,vit_s16,5,8,copy,4819,2
,0.832069,vit_s16,6,8,copy,4819,2
,0.822975,vit_s16,7,8,copy,4819,2
,0.814762,vit_s16,8,8,copy,4819,2
,0.922684,vit_s16,1,16,copy,3619,0
,0.892281,vit_s16,2,16,copy,3619,0
,0.870598,vit_s16,3,16,copy,3619,0
,0.85491,vit_s16,4,16,copy,3619,0
,0.842103,vit_s16,5,16,copy,3619,0
,0.831306,vit_s16,6,16,copy,3619,0
,0.822286,vit_s16,7,16,copy,3619,0
,0.814083,vit_s16,8,16,copy,3619,0
,0.807286,vit_s16,9,16,copy,3619,0
,0.801078,vit_s16,10,16,copy,3619,0
,0.795418,vit_s16,11,16,copy,3619,0
,0.790112,vit_s16,12,16,copy,3619,0
,0.785318,vit_s16,13,16,copy,3619,0
,0.781305,vit_s16,14,16,copy,3619,0
,0.777207,vit_s16,15,16,copy,3619,0
,0.773482,vit_s16,16,16,copy,3619,0
,0.922684,vit_s16,1,16,copy,3619,1
,0.892281,vit_s16,2,16,copy,3619,1
,0.870598,vit_s16,3,16,copy,3619,1
,0.85491,vit_s16,4,16,copy,3619,1
,0.842103,vit_s16,5,16,copy,3619,1
,0.831306,vit_s16,6,16,copy,3619,1
,0.822286,vit_s16,7,16,copy,3619,1
,0.814083,vit_s16,8,16,copy,3619,1
,0.807286,vit_s16,9,16,copy,3619,1
,0.801078,vit_s16,10,16,copy,3619,1
,0.795418,vit_s16,11,16,copy,3619,1
,0.790112,vit_s16,12,16,copy,3619,1
,0.785318,vit_s16,13,16,copy,3619,1
,0.781305,vit_s16,14,16,copy,3619,1
,0.777207,vit_s16,15,16,copy,3619,1
,0.773482,vit_s16,16,16,copy,3619,1
,0.922684,vit_s16,1,16,copy,3619,2
,0.892281,vit_s16,2,16,copy,3619,2
,0.870598,vit_s16,3,16,copy,3619,2
,0.85491,vit_s16,4,16,copy,3619,2
,0.842103,vit_s16,5,16,copy,3619,2
,0.831306,vit_s16,6,16,copy,3619,2
,0.822286,vit_s16,7,16,copy,3619,2
,0.814083,vit_s16,8,16,copy,3619,2
,0.807286,vit_s16,9,16,copy,3619,2
,0.801078,vit_s16,10,16,copy,3619,2
,0.795418,vit_s16,11,16,copy,3619,2
,0.790112,vit_s16,12,16,copy,3619,2
,0.785318,vit_s16,13,16,copy,3619,2
,0.781305,vit_s16,14,16,copy,3619,2
,0.777207,vit_s16,15,16,copy,3619,2
,0.773482,vit_s16,16,16,copy,3619,2
,0.957298,clip_b32,1,8,copy,4819,0
,0.942445,clip_b32,2,8,copy,4819,0
,0.93205,clip_b32,3,8,copy,4819,0
,0.924205,clip_b32,4,8,copy,4819,0
,0.917996,clip_b32,5,8,copy,4819,0
,0.912284,clip_b32,6,8,copy,4819,0
,0.907106,clip_b32,7,8,copy,4819,0
,0.903083,clip_b32,8,8,copy,4819,0
,0.958491,clip_b32,1,8,copy,4819,1
,0.944028,clip_b32,2,8,copy,4819,1
,0.933848,clip_b32,3,8,copy,4819,1
,0.926102,clip_b32,4,8,copy,4819,1
,0.92,clip_b32,5,8,copy,4819,1
,0.91443,clip_b32,6,8,copy,4819,1
,0.909325,clip_b32,7,8,copy,4819,1
,0.905349,clip_b32,8,8,copy,4819,1
,0.95823,clip_b32,1,8,copy,4819,2
,0.943666,clip_b32,2,8,copy,4819,2
,0.93346,clip_b32,3,8,copy,4819,2
,0.925704,clip_b32,4,8,copy,4819,2
,0.919492,clip_b32,5,8,copy,4819,2
,0.913836,clip_b32,6,8,copy,4819,2
,0.908684,clip_b32,7,8,copy,4819,2
,0.90469,clip_b32,8,8,copy,4819,2
,0.958167,clip_b32,1,16,copy,3619,0
,0.943539,clip_b32,2,16,copy,3619,0
,0.933292,clip_b32,3,16,copy,3619,0
,0.925427,clip_b32,4,16,copy,3619,0
,0.919356,clip_b32,5,16,copy,3619,0
,0.913923,clip_b32,6,16,copy,3619,0
,0.908853,clip_b32,7,16,copy,3619,0
,0.905143,clip_b32,8,16,copy,3619,0
,0.901918,clip_b32,9,16,copy,3619,0
,0.898566,clip_b32,10,16,copy,3619,0
,0.895706,clip_b32,11,16,copy,3619,0
,0.892789,clip_b32,12,16,copy,3619,0
,0.890323,clip_b32,13,16,copy,3619,0
,0.887662,clip_b32,14,16,copy,3619,0
,0.885429,clip_b32,15,16,copy,3619,0
,0.883373,clip_b32,16,16,copy,3619,0
,0.957378,clip_b32,1,16,copy,3619,1
,0.94247,clip_b32,2,16,copy,3619,1
,0.931955,clip_b32,3,16,copy,3619,1
,0.923846,clip_b32,4,16,copy,3619,1
,0.917523,clip_b32,5,16,copy,3619,1
,0.911865,clip_b32,6,16,copy,3619,1
,0.906553,clip_b32,7,16,copy,3619,1
,0.902662,clip_b32,8,16,copy,3619,1
,0.899466,clip_b32,9,16,copy,3619,1
,0.895987,clip_b32,10,16,copy,3619,1
,0.893054,clip_b32,11,16,copy,3619,1
,0.890139,clip_b32,12,16,copy,3619,1
,0.887584,clip_b32,13,16,copy,3619,1
,0.884947,clip_b32,14,16,copy,3619,1
,0.882578,clip_b32,15,16,copy,3619,1
,0.880451,clip_b32,16,16,copy,3619,1
,0.957985,clip_b32,1,16,copy,3619,2
,0.943212,clip_b32,2,16,copy,3619,2
,0.932908,clip_b32,3,16,copy,3619,2
,0.924951,clip_b32,4,16,copy,3619,2
,0.918673,clip_b32,5,16,copy,3619,2
,0.913106,clip_b32,6,16,copy,3619,2
,0.90785,clip_b32,7,16,copy,3619,2
,0.904018,clip_b32,8,16,copy,3619,2
,0.900776,clip_b32,9,16,copy,3619,2
,0.897411,clip_b32,10,16,copy,3619,2
,0.89457,clip_b32,11,16,copy,3619,2
,0.891632,clip_b32,12,16,copy,3619,2
,0.889144,clip_b32,13,16,copy,3619,2
,0.886529,clip_b32,14,16,copy,3619,2
,0.884144,clip_b32,15,16,copy,3619,2
,0.882003,clip_b32,16,16,copy,3619,2
,0.932316,dino_vits14,1,8,copy,4819,0
,0.899393,dino_vits14,2,8,copy,4819,0
,0.873531,dino_vits14,3,8,copy,4819,0
,0.852612,dino_vits14,4,8,copy,4819,0
,0.834635,dino_vits14,5,8,copy,4819,0
,0.818791,dino_vits14,6,8,copy,4819,0
,0.804186,dino_vits14,7,8,copy,4819,0
,0.792022,dino_vits14,8,8,copy,4819,0
,0.932316,dino_vits14,1,8,copy,4819,1
,0.899393,dino_vits14,2,8,copy,4819,1
,0.873531,dino_vits14,3,8,copy,4819,1
,0.852612,dino_vits14,4,8,copy,4819,1
,0.834635,dino_vits14,5,8,copy,4819,1
,0.818791,dino_vits14,6,8,copy,4819,1
,0.804186,dino_vits14,7,8,copy,4819,1
,0.792022,dino_vits14,8,8,copy,4819,1
,0.932316,dino_vits14,1,8,copy,4819,2
,0.899393,dino_vits14,2,8,copy,4819,2
,0.873531,dino_vits14,3,8,copy,4819,2
,0.852612,dino_vits14,4,8,copy,4819,2
,0.834635,dino_vits14,5,8,copy,4819,2
,0.818791,dino_vits14,6,8,copy,4819,2
,0.804186,dino_vits14,7,8,copy,4819,2
,0.792022,dino_vits14,8,8,copy,4819,2
,0.932422,dino_vits14,1,16,copy,3619,0
,0.89968,dino_vits14,2,16,copy,3619,0
,0.873568,dino_vits14,3,16,copy,3619,0
,0.852639,dino_vits14,4,16,copy,3619,0
,0.834636,dino_vits14,5,16,copy,3619,0
,0.818855,dino_vits14,6,16,copy,3619,0
,0.803982,dino_vits14,7,16,copy,3619,0
,0.7917,dino_vits14,8,16,copy,3619,0
,0.780901,dino_vits14,9,16,copy,3619,0
,0.771051,dino_vits14,10,16,copy,3619,0
,0.762279,dino_vits14,11,16,copy,3619,0
,0.753949,dino_vits14,12,16,copy,3619,0
,0.746499,dino_vits14,13,16,copy,3619,0
,0.739417,dino_vits14,14,16,copy,3619,0
,0.732966,dino_vits14,15,16,copy,3619,0
,0.72726,dino_vits14,16,16,copy,3619,0
,0.932422,dino_vits14,1,16,copy,3619,1
,0.89968,dino_vits14,2,16,copy,3619,1
,0.873568,dino_vits14,3,16,copy,3619,1
,0.852639,dino_vits14,4,16,copy,3619,1
,0.834636,dino_vits14,5,16,copy,3619,1
,0.818855,dino_vits14,6,16,copy,3619,1
,0.803982,dino_vits14,7,16,copy,3619,1
,0.7917,dino_vits14,8,16,copy,3619,1
,0.780901,dino_vits14,9,16,copy,3619,1
,0.771051,dino_vits14,10,16,copy,3619,1
,0.762279,dino_vits14,11,16,copy,3619,1
,0.753949,dino_vits14,12,16,copy,3619,1
,0.746499,dino_vits14,13,16,copy,3619,1
,0.739417,dino_vits14,14,16,copy,3619,1
,0.732966,dino_vits14,15,16,copy,3619,1
,0.72726,dino_vits14,16,16,copy,3619,1
,0.932422,dino_vits14,1,16,copy,3619,2
,0.89968,dino_vits14,2,16,copy,3619,2
,0.873568,dino_vits14,3,16,copy,3619,2
,0.852639,dino_vits14,4,16,copy,3619,2
,0.834636,dino_vits14,5,16,copy,3619,2
,0.818855,dino_vits14,6,16,copy,3619,2
,0.803982,dino_vits14,7,16,copy,3619,2
,0.7917,dino_vits14,8,16,copy,3619,2
,0.780901,dino_vits14,9,16,copy,3619,2
,0.771051,dino_vits14,10,16,copy,3619,2
,0.762279,dino_vits14,11,16,copy,3619,2
,0.753949,dino_vits14,12,16,copy,3619,2
,0.746499,dino_vits14,13,16,copy,3619,2
,0.739417,dino_vits14,14,16,copy,3619,2
,0.732966,dino_vits14,15,16,copy,3619,2
,0.72726,dino_vits14,16,16,copy,3619,2
